#ObjectId                             ObjectName  ObjectDesc  GpsDate     GpsTime               Longitude Latitude  Height  Speed Inputs  Outputs Fuel  Fuel2 PowerStatus addDataType addDataStr1 addDataStr2 Comment
15B624E9-B211-457A-B570-5D0A5754380E  auto01 auto01 01.01.2012  00:00:08  0.000000  0.000000  0   0 1 0 65  0 0 0     
15B624E9-B211-457A-B570-5D0A5754380E  auto01 auto01 01.01.2012  00:00:41  30.461410 50.366790 314 3 1 0 65  0 0 0     
15B624E9-B211-457A-B570-5D0A5754380E  auto01 auto01 01.01.2012  00:01:15  30.461750 50.365790 255 45 1 0 65  0 0 0     
15B624E9-B211-457A-B570-5D0A5754380E  auto01 auto01 01.01.2012  00:01:47  30.462040 50.365070 267 0 1 0 65  0 0 0     
15B624E9-B211-457A-B570-5D0A5754380E  auto01 auto01 01.01.2012  00:02:17  30.462210 50.364870 279 0 1 0 65  0 0 0     
15B624E9-B211-457A-B570-5D0A5754380E  auto01 auto01 01.01.2012  00:02:47  30.462170 50.364970 280 0 1 0 65  0 0 0     
15B624E9-B211-457A-B570-5D0A5754380E  auto01 auto01 01.01.2012  00:03:17  30.462170 50.365030 273 0 1 0 65  0 0 0     
15B624E9-B211-457A-B570-5D0A5754380E  auto01 auto01 01.01.2012  00:03:47  30.461870 50.365110 284 0 1 0 65  0 0 0     
15B624E9-B211-457A-B570-5D0A5754380E  auto01 auto01 01.01.2012  00:04:17  30.461040 50.365740 299 3 1 0 65  0 0 0     
15B624E9-B211-457A-B570-5D0A5754380E  auto01 auto01 01.01.2012  00:04:52  30.460950 50.365950 298 5 1 0 65  0 0 0     
15B624E9-B211-457A-B570-5D0A5754380E  auto01 auto01 01.01.2012  00:05:26  30.461210 50.365710 305 2 1 0 65  0 0 0     
15B624E9-B211-457A-B570-5D0A5754380E  auto01 auto01 01.01.2012  00:05:56  30.461660 50.365360 314 1 1 0 65  0 0 0     
15B624E9-B211-457A-B570-5D0A5754380E  auto01 auto01 01.01.2012  00:06:26  30.462060 50.365370 317 2 1 0 65  0 0 0     
