#  NN градусы  градусы           Z     Yaw           Pitch           Roll
10957 50.39539 29.93035 999.309       69.819669 -3.336201 2.631156        
10958 50.39568 29.93428 991.549       68.475013 0.140677 0.091408        
10959 50.39603 29.93820 983.397       63.083748 0.233671 -0.866360       
10960 50.39648 29.94182 990.762       59.578560 0.068381 1.233396        
10961 50.39714 29.94548 988.721       65.175945 -1.154652 4.573377        
10962 50.39777 29.94929 987.572       70.189789 -1.745489 7.292786        
10963 50.39819 29.95332 982.888       70.628412 -0.300969 0.682908        
10964 50.39841 29.95736 983.265       62.082385 0.164219 -1.603598       
10965 50.39878 29.96112 988.637       63.070758 -3.241945 3.822059        
10966 50.39940 29.96486 988.172       62.389737 -2.461416 2.933792        
10967 50.40004 29.96885 979.120       66.167029 -2.789842 6.909180        
10968 50.40068 29.97264 973.055       69.867542 -4.690189 4.013925        
10969 50.40115 29.97654 966.501       73.187076 -1.589005 1.802650        
10970 50.40159 29.98036 961.492       72.824075 -2.680604 2.786371        
10971 50.40198 29.98405 965.090       74.050398 -3.140443 2.736321        
10972 50.40228 29.98784 963.165       69.995530 -1.104130 -2.302966       
10973 50.40257 29.99158 963.370       67.340373 2.156789 0.528688        
10974 50.40299 29.99510 979.031       65.786688 -0.368895 2.629918        
10975 50.40345 29.99870 988.999       70.002818 -0.428450 6.383274        
10976 50.40399 30.00253 989.711       72.559587 -0.722406 3.059556        
10977 50.40430 30.00649 986.640       62.734890 -0.387751 -6.652191       
10978 50.40462 30.01033 979.452
