#stream writer is opened
#    lat    lon    ele    time    hdop    sat    fix    
50.510857  30.489452  250.000000  2016-10-23 10:12:12   4.8  10  3d  
50.510857  30.489452  250.000000  2016-10-23 10:12:12   4.8  9  3d  
50.510857  30.489452  250.000000  2016-10-23 10:12:13   4.8  9  3d  
50.510857  30.489452  250.000000  2016-10-23 10:12:13   4.8  9  3d  
50.510880  30.489309  248.000000  2016-10-23 10:12:14   4.8  9  3d  
50.510880  30.489309  248.000000  2016-10-23 10:12:14   4.8  9  3d  
50.510880  30.489309  248.000000  2016-10-23 10:12:15   3.2  9  3d  
50.510880  30.489309  248.000000  2016-10-23 10:12:15   3.2  9  3d  
50.510880  30.489309  248.000000  2016-10-23 10:12:16   3.2  9  3d  
50.510880  30.489309  248.000000  2016-10-23 10:12:16   3.2  9  3d  
50.510880  30.489309  248.000000  2016-10-23 10:12:17   3.2  9  3d  
50.510880  30.489309  248.000000  2016-10-23 10:12:17   3.2  9  3d  
50.510880  30.489309  248.000000  2016-10-23 10:12:18   3.2  9  3d  
50.510880  30.489309  248.000000  2016-10-23 10:12:18   3.2  8  3d  
50.510880  30.489309  248.000000  2016-10-23 10:12:19   4.8  8  3d  
50.510880  30.489309  248.000000  2016-10-23 10:12:19   4.8  8  3d  
50.510880  30.489309  248.000000  2016-10-23 10:12:20   4.8  8  3d  
50.510880  30.489309  248.000000  2016-10-23 10:12:20   4.8  8  3d  
50.510880  30.489309  248.000000  2016-10-23 10:12:21   4.8  7  3d  
50.510880  30.489309  248.000000  2016-10-23 10:12:21   4.8  7  3d  
50.510880  30.489309  248.000000  2016-10-23 10:12:22   9.6  7  3d  
50.510880  30.489309  248.000000  2016-10-23 10:12:22   9.6  7  3d  
50.510880  30.489309  248.000000  2016-10-23 10:12:23   9.6  7  3d  
50.510880  30.489309  248.000000  2016-10-23 10:12:23   9.6  6  3d  
50.510880  30.489309  248.000000  2016-10-23 10:12:24   4.8  6  3d  
50.510880  30.489309  248.000000  2016-10-23 10:12:24   4.8  8  3d  
50.510880  30.489309  248.000000  2016-10-23 10:12:25   3.2  8  3d  
50.510880  30.489309  248.000000  2016-10-23 10:12:25   3.2  8  3d  
50.510880  30.489309  248.000000  2016-10-23 10:12:26   3.2  8  3d  
50.510880  30.489309  248.000000  2016-10-23 10:12:26   3.2  7  3d  
50.510880  30.489309  248.000000  2016-10-23 10:12:30   4.8  0  3d  
50.510880  30.489309  248.000000  2016-10-23 10:12:30   4.8  3  3d  
50.510880  30.489309  248.000000  2016-10-23 10:12:31   4.8  3  3d  
50.510880  30.489309  248.000000  2016-10-23 10:12:31   4.8  3  3d  
50.510880  30.489309  248.000000  2016-10-23 10:12:32   4.8  3  3d  
50.510880  30.489309  248.000000  2016-10-23 10:12:32   4.8  4  3d  
50.511051  30.488945  217.000000  2016-10-23 10:12:35   6.4  0  3d  
50.511051  30.488945  217.000000  2016-10-23 10:12:35   6.4  3  3d  
50.511131  30.488859  218.000000  2016-10-23 10:12:36   6.4  3  3d  
50.511131  30.488859  218.000000  2016-10-23 10:12:36   6.4  3  3d  
50.511227  30.488760  215.000000  2016-10-23 10:12:37   6.4  3  3d  
50.511227  30.488760  215.000000  2016-10-23 10:12:37   6.4  5  3d  
50.511322  30.488596  214.000000  2016-10-23 10:12:38   6.4  5  3d  
50.511322  30.488596  214.000000  2016-10-23 10:12:38   6.4  5  3d  
50.511410  30.488443  215.000000  2016-10-23 10:12:39   9.6  5  3d  
50.511410  30.488443  215.000000  2016-10-23 10:12:39   9.6  5  3d  
50.511463  30.488419  216.000000  2016-10-23 10:12:40   6.4  5  3d  
50.511463  30.488419  216.000000  2016-10-23 10:12:40   6.4  3  3d  
50.511509  30.488377  217.000000  2016-10-23 10:12:41   6.4  3  3d  
50.511509  30.488377  217.000000  2016-10-23 10:12:41   6.4  4  3d  
50.511627  30.488216  221.000000  2016-10-23 10:12:43   6.4  0  3d  
50.511627  30.488216  221.000000  2016-10-23 10:12:43   6.4  4  3d  
50.511658  30.488153  221.000000  2016-10-23 10:12:44   6.4  4  3d  
50.511658  30.488153  221.000000  2016-10-23 10:12:44   6.4  0  3d  
50.511684  30.488091  221.000000  2016-10-23 10:12:45   6.4  0  3d  
50.511684  30.488091  221.000000  2016-10-23 10:12:45   6.4  0  3d  
