#stream writer is opened
#    lat    lon    ele    time    hdop    sat    fix    
50.514687  30.586655  129.000000  2015-09-20 18:08:35   4.8  0  2d  
50.493179  30.575232  125.000000  2015-09-20 18:20:34   1.2  0  2d  
50.493111  30.575190  126.000000  2015-09-20 18:20:35   2.4  0  2d  
50.493057  30.575163  120.000000  2015-09-20 18:20:36   4.8  10  3d  
50.493011  30.575146  116.000000  2015-09-20 18:20:37   1.6  10  3d  
50.492966  30.575151  116.000000  2015-09-20 18:20:38   2.4  10  3d  
50.492928  30.575174  117.000000  2015-09-20 18:20:39   1.6  11  3d  
50.492889  30.575220  119.000000  2015-09-20 18:20:40   2.4  0  2d  
50.492859  30.575275  123.000000  2015-09-20 18:20:41   1.2  0  2d  
50.492836  30.575325  126.000000  2015-09-20 18:20:42   1.2  0  2d  
50.492825  30.575378  127.000000  2015-09-20 18:20:43   1.2  0  2d  
50.492817  30.575436  127.000000  2015-09-20 18:20:44   1.6  0  2d  
50.492821  30.575443  117.000000  2015-09-20 18:20:45   3.2  0  2d  
50.492840  30.575451  111.000000  2015-09-20 18:20:46   3.2  11  3d  
50.492847  30.575502  112.000000  2015-09-20 18:20:47   1.6  0  2d  
50.492851  30.575567  113.000000  2015-09-20 18:20:48   1.6  7  3d  
50.492855  30.575638  116.000000  2015-09-20 18:20:49   1.6  0  2d  
50.492851  30.575705  117.000000  2015-09-20 18:20:50   1.6  0  2d  
50.492844  30.575764  117.000000  2015-09-20 18:20:51   1.6  10  3d  
50.492844  30.575800  117.000000  2015-09-20 18:20:52   3.2  10  3d  
50.492844  30.575800  117.000000  2015-09-20 18:20:53   1.6  10  3d  
50.492844  30.575800  117.000000  2015-09-20 18:20:54   1.6  10  3d  
50.492847  30.575851  120.000000  2015-09-20 18:20:55   1.6  10  3d  
50.492867  30.575876  123.000000  2015-09-20 18:20:56   1.6  10  3d  
50.492882  30.575901  122.000000  2015-09-20 18:20:57   2.4  10  3d  
50.492897  30.575911  121.000000  2015-09-20 18:20:58   2.4  10  3d  
50.492897  30.575911  121.000000  2015-09-20 18:20:59   1.2  10  3d  
50.492897  30.575911  121.000000  2015-09-20 18:21:00   2.4  9  3d  
50.492897  30.575911  121.000000  2015-09-20 18:21:01   3.2  0  2d  
50.492897  30.575911  121.000000  2015-09-20 18:21:02   1.6  10  3d  
50.492897  30.575911  121.000000  2015-09-20 18:21:03   1.6  7  3d  
50.492897  30.575911  121.000000  2015-09-20 18:21:04   2.4  0  2d  
50.492897  30.575911  121.000000  2015-09-20 18:21:05   2.4  10  3d  
50.492962  30.575859  121.000000  2015-09-20 18:21:06   1.2  0  2d  
50.492962  30.575859  121.000000  2015-09-20 18:21:07   3.2  0  2d  
50.492962  30.575859  121.000000  2015-09-20 18:21:08   2.4  10  3d  
50.492962  30.575859  121.000000  2015-09-20 18:21:09   1.6  0  2d  
50.492962  30.575859  121.000000  2015-09-20 18:21:10   1.2  10  3d  
50.492962  30.575859  121.000000  2015-09-20 18:21:11   1.2  8  3d  
50.492962  30.575859  121.000000  2015-09-20 18:21:12   1.6  0  2d  
50.492962  30.575859  121.000000  2015-09-20 18:21:13   1.2  0  2d  
50.492962  30.575859  121.000000  2015-09-20 18:21:14   1.2  0  2d  
50.492962  30.575859  121.000000  2015-09-20 18:21:15   1.2  9  3d  
50.492962  30.575859  121.000000  2015-09-20 18:21:16   2.4  0  2d  
50.492962  30.575859  121.000000  2015-09-20 18:21:17   1.6  0  2d  
50.492962  30.575859  121.000000  2015-09-20 18:21:18   1.6  11  3d  
50.492962  30.575859  121.000000  2015-09-20 18:21:19   2.4  11  3d  
50.492962  30.575859  121.000000  2015-09-20 18:21:20   2.4  10  3d  
50.492962  30.575859  121.000000  2015-09-20 18:21:21   2.4  0  2d  
50.492962  30.575859  121.000000  2015-09-20 18:21:22   2.4  0  2d  
50.492962  30.575859  121.000000  2015-09-20 18:21:23   1.6  10  3d  
50.492962  30.575859  121.000000  2015-09-20 18:21:24   1.6  0  2d  
50.492962  30.575859  121.000000  2015-09-20 18:21:25   1.6  10  3d  
50.492962  30.575859  121.000000  2015-09-20 18:21:26   2.4  9  3d  
50.492962  30.575859  121.000000  2015-09-20 18:21:27   2.4  0  2d  
50.492962  30.575859  121.000000  2015-09-20 18:21:28   1.6  9  3d  
50.492962  30.575859  121.000000  2015-09-20 18:21:29   2.4  9  3d  
50.492962  30.575859  121.000000  2015-09-20 18:21:30   1.6  9  3d  
50.492962  30.575859  121.000000  2015-09-20 18:21:31   1.6  9  3d  
50.492962  30.575859  121.000000  2015-09-20 18:21:32   1.6  9  3d  
50.492962  30.575859  121.000000  2015-09-20 18:21:33   1.6  10  3d  
50.492962  30.575859  121.000000  2015-09-20 18:21:34   1.6  0  2d  
50.492962  30.575859  121.000000  2015-09-20 18:21:35   1.6  10  3d  
50.492962  30.575859  121.000000  2015-09-20 18:21:36   1.6  9  3d  
50.492962  30.575859  121.000000  2015-09-20 18:21:37   1.2  0  2d  
50.492962  30.575859  121.000000  2015-09-20 18:21:38   1.2  0  2d  
50.492962  30.575859  121.000000  2015-09-20 18:21:39   1.2  10  3d  
50.492962  30.575859  121.000000  2015-09-20 18:21:40   1.2  10  3d  
50.492908  30.575859  119.000000  2015-09-20 18:21:41   0.8  10  3d  
50.492908  30.575859  119.000000  2015-09-20 18:21:42   1.2  10  3d  
50.492908  30.575859  119.000000  2015-09-20 18:21:43   1.2  10  3d  
50.492908  30.575859  119.000000  2015-09-20 18:21:44   1.2  10  3d  
50.492908  30.575859  119.000000  2015-09-20 18:21:45   1.2  10  3d  
50.492908  30.575859  119.000000  2015-09-20 18:21:46   1.2  10  3d  
50.492908  30.575859  119.000000  2015-09-20 18:21:47   1.2  10  3d  
50.492908  30.575859  119.000000  2015-09-20 18:21:48   1.2  10  3d  
50.492908  30.575859  119.000000  2015-09-20 18:21:49   1.2  10  3d  
50.492908  30.575859  119.000000  2015-09-20 18:21:50   1.2  10  3d  
50.492908  30.575859  119.000000  2015-09-20 18:21:51   1.2  8  3d  
50.492908  30.575859  119.000000  2015-09-20 18:21:52   1.2  0  2d  
