#stream writer is opened
#    lat    lon    ele    time    hdop    sat    fix    
50.611458  30.568388  146.000000  2016-10-29 15:55:01   6.4  6  3d  
50.611500  30.568470  129.000000  2016-10-29 15:55:02   6.4  6  3d  
50.611500  30.568470  129.000000  2016-10-29 15:55:02   6.4  7  3d  
50.611469  30.568457  126.000000  2016-10-29 15:55:03   6.4  7  3d  
50.611469  30.568457  126.000000  2016-10-29 15:55:03   6.4  0  3d  
50.611404  30.568432  132.000000  2016-10-29 15:55:04   6.4  6  3d  
50.611404  30.568432  132.000000  2016-10-29 15:55:04   6.4  0  3d  
50.611382  30.568426  130.000000  2016-10-29 15:55:05   6.4  0  3d  
50.611382  30.568426  130.000000  2016-10-29 15:55:05   6.4  0  3d  
50.611362  30.568428  128.000000  2016-10-29 15:55:06   6.4  7  3d  
50.611362  30.568428  128.000000  2016-10-29 15:55:06   6.4  7  3d  
50.611340  30.568424  128.000000  2016-10-29 15:55:07   6.4  7  3d  
50.611340  30.568424  128.000000  2016-10-29 15:55:07   6.4  7  3d  
50.611309  30.568420  127.000000  2016-10-29 15:55:08   6.4  7  3d  
50.611309  30.568420  127.000000  2016-10-29 15:55:08   6.4  7  3d  
50.611279  30.568426  125.000000  2016-10-29 15:55:09   1.6  7  3d  
50.611279  30.568426  125.000000  2016-10-29 15:55:09   1.6  7  3d  
50.611248  30.568424  124.000000  2016-10-29 15:55:10   1.6  7  3d  
50.611248  30.568424  124.000000  2016-10-29 15:55:10   1.6  7  3d  
50.611221  30.568424  123.000000  2016-10-29 15:55:11   4.8  7  3d  
50.611221  30.568424  123.000000  2016-10-29 15:55:11   4.8  7  3d  
50.611191  30.568422  123.000000  2016-10-29 15:55:12   4.8  7  3d  
50.611191  30.568422  123.000000  2016-10-29 15:55:12   4.8  7  3d  
50.611160  30.568422  120.000000  2016-10-29 15:55:13   1.6  7  3d  
50.611160  30.568422  120.000000  2016-10-29 15:55:13   1.6  7  3d  
50.611134  30.568422  120.000000  2016-10-29 15:55:14   1.6  7  3d  
50.611134  30.568422  120.000000  2016-10-29 15:55:14   1.6  7  3d  
50.611103  30.568417  121.000000  2016-10-29 15:55:15   1.6  7  3d  
50.611103  30.568417  121.000000  2016-10-29 15:55:15   1.6  7  3d  
50.611065  30.568409  122.000000  2016-10-29 15:55:16   1.6  7  3d  
50.611065  30.568409  122.000000  2016-10-29 15:55:16   1.6  7  3d  
50.611031  30.568407  122.000000  2016-10-29 15:55:17   1.6  7  3d  
50.611031  30.568407  122.000000  2016-10-29 15:55:17   1.6  7  3d  
50.610992  30.568405  122.000000  2016-10-29 15:55:18   1.6  7  3d  
