#stream writer is opened
#    lat    lon    ele    time    hdop    sat    fix    
50.514687  30.586655  129.000000  2015-09-20 18:08:36   6.4  9  3d  
50.514687  30.586655  129.000000  2015-09-20 18:08:37   6.4  0  2d  
50.514687  30.586655  129.000000  2015-09-20 18:08:38   1.6  10  3d  
50.514709  30.586794  123.000000  2015-09-20 18:08:40   1.6  0  2d  
50.514706  30.586864  120.000000  2015-09-20 18:08:41   1.6  0  2d  
50.514706  30.586864  120.000000  2015-09-20 18:08:42   1.6  0  2d  
50.514706  30.587019  119.000000  2015-09-20 18:08:43   1.6  0  2d  
50.514706  30.587078  119.000000  2015-09-20 18:08:44   1.6  0  2d  
50.514702  30.587101  120.000000  2015-09-20 18:08:45   1.6  0  2d  
50.514698  30.587126  120.000000  2015-09-20 18:08:46   1.6  0  2d  
50.514694  30.587166  121.000000  2015-09-20 18:08:47   1.2  11  3d  
50.514690  30.587198  120.000000  2015-09-20 18:08:48   1.2  11  3d  
50.514683  30.587240  119.000000  2015-09-20 18:08:49   1.2  11  3d  
50.514687  30.587288  118.000000  2015-09-20 18:08:50   1.2  11  3d  
50.514687  30.587336  117.000000  2015-09-20 18:08:51   1.6  11  3d  
50.514690  30.587427  116.000000  2015-09-20 18:08:53   2.4  11  3d  
50.514698  30.587475  117.000000  2015-09-20 18:08:54   1.2  11  3d  
50.514702  30.587521  118.000000  2015-09-20 18:08:55   1.2  11  3d  
50.514706  30.587549  117.000000  2015-09-20 18:08:56   1.2  11  3d  
50.514706  30.587574  118.000000  2015-09-20 18:08:57   2.4  11  3d  
50.514706  30.587593  118.000000  2015-09-20 18:08:58   0.8  11  3d  
50.514702  30.587627  119.000000  2015-09-20 18:08:59   1.2  11  3d  
50.514698  30.587656  119.000000  2015-09-20 18:09:00   1.2  11  3d  
50.514698  30.587681  119.000000  2015-09-20 18:09:01   1.6  11  3d  
50.514698  30.587709  120.000000  2015-09-20 18:09:02   1.6  11  3d  
50.514698  30.587732  118.000000  2015-09-20 18:09:03   1.6  11  3d  
50.514698  30.587755  119.000000  2015-09-20 18:09:04   1.2  11  3d  
50.514690  30.587799  114.000000  2015-09-20 18:09:06   3.2  10  3d  
50.514687  30.587818  112.000000  2015-09-20 18:09:07   2.4  11  3d  
50.514683  30.587837  114.000000  2015-09-20 18:09:08   1.6  0  2d  
50.514675  30.587860  116.000000  2015-09-20 18:09:09   1.6  11  3d  
50.514679  30.587887  115.000000  2015-09-20 18:09:10   1.6  10  3d  
50.514687  30.587923  118.000000  2015-09-20 18:09:11   1.2  0  2d  
50.514687  30.587963  120.000000  2015-09-20 18:09:12   1.2  11  3d  
50.514687  30.588007  116.000000  2015-09-20 18:09:13   1.6  11  3d  
50.514687  30.588032  116.000000  2015-09-20 18:09:14   1.2  11  3d  
50.514687  30.588045  114.000000  2015-09-20 18:09:15   1.6  11  3d  
50.514683  30.588070  114.000000  2015-09-20 18:09:16   1.6  11  3d  
50.514679  30.588093  114.000000  2015-09-20 18:09:17   1.6  11  3d  
50.514671  30.588123  116.000000  2015-09-20 18:09:18   1.6  11  3d  
50.514664  30.588161  117.000000  2015-09-20 18:09:19   1.2  11  3d  
50.514656  30.588190  117.000000  2015-09-20 18:09:20   1.2  11  3d  
50.514652  30.588213  117.000000  2015-09-20 18:09:21   1.2  11  3d  
50.514648  30.588240  118.000000  2015-09-20 18:09:22   1.2  11  3d  
50.514641  30.588264  118.000000  2015-09-20 18:09:23   1.2  11  3d  
50.514633  30.588295  119.000000  2015-09-20 18:09:24   1.2  11  3d  
50.514629  30.588335  119.000000  2015-09-20 18:09:25   1.2  11  3d  
50.514622  30.588379  118.000000  2015-09-20 18:09:26   1.6  11  3d  
50.514618  30.588425  119.000000  2015-09-20 18:09:27   1.2  11  3d  
50.514610  30.588476  119.000000  2015-09-20 18:09:28   1.2  11  3d  
50.514603  30.588528  119.000000  2015-09-20 18:09:29   1.2  11  3d  
50.514599  30.588573  119.000000  2015-09-20 18:09:30   1.2  11  3d  
50.514599  30.588623  118.000000  2015-09-20 18:09:31   1.2  11  3d  
50.514599  30.588676  118.000000  2015-09-20 18:09:32   1.2  11  3d  
50.514606  30.588722  117.000000  2015-09-20 18:09:33   1.2  11  3d  
50.514618  30.588781  120.000000  2015-09-20 18:09:34   1.2  11  3d  
50.514633  30.588821  120.000000  2015-09-20 18:09:35   0.8  11  3d  
50.514652  30.588848  120.000000  2015-09-20 18:09:36   0.8  11  3d  
50.514671  30.588867  120.000000  2015-09-20 18:09:37   0.8  11  3d  
50.514698  30.588882  120.000000  2015-09-20 18:09:38   0.8  11  3d  
50.514725  30.588896  120.000000  2015-09-20 18:09:39   0.8  11  3d  
50.514759  30.588909  120.000000  2015-09-20 18:09:40   0.8  11  3d  
50.514790  30.588923  120.000000  2015-09-20 18:09:41   0.8  11  3d  
50.514824  30.588936  121.000000  2015-09-20 18:09:42   0.8  11  3d  
50.514854  30.588945  121.000000  2015-09-20 18:09:43   0.8  11  3d  
50.514885  30.588955  121.000000  2015-09-20 18:09:44   0.8  11  3d  
50.514912  30.588968  121.000000  2015-09-20 18:09:45   0.8  11  3d  
50.514938  30.588980  121.000000  2015-09-20 18:09:46   0.8  11  3d  
50.514961  30.588984  121.000000  2015-09-20 18:09:47   0.8  11  3d  
50.514969  30.588985  122.000000  2015-09-20 18:09:48   1.2  11  3d  
50.514969  30.588984  121.000000  2015-09-20 18:09:49   1.2  11  3d  
50.514965  30.588980  119.000000  2015-09-20 18:09:50   1.2  11  3d  
50.514961  30.588976  118.000000  2015-09-20 18:09:51   1.2  11  3d  
50.514957  30.588970  118.000000  2015-09-20 18:09:52   0.8  11  3d  
50.514954  30.588964  116.000000  2015-09-20 18:09:53   1.2  11  3d  
50.514950  30.588959  114.000000  2015-09-20 18:09:54   0.8  11  3d  
50.514946  30.588953  114.000000  2015-09-20 18:09:55   0.8  11  3d  
50.514942  30.588949  114.000000  2015-09-20 18:09:56   0.8  11  3d  
50.514942  30.588947  114.000000  2015-09-20 18:09:57   0.8  11  3d  
50.514942  30.588943  114.000000  2015-09-20 18:09:58   1.2  11  3d  
50.514942  30.588943  114.000000  2015-09-20 18:09:59   1.2  11  3d  
50.514942  30.588942  115.000000  2015-09-20 18:10:00   0.8  11  3d  
50.514942  30.588942  115.000000  2015-09-20 18:10:01   1.2  11  3d  
50.514942  30.588947  118.000000  2015-09-20 18:10:02   0.8  11  3d  
50.514938  30.588953  118.000000  2015-09-20 18:10:03   0.8  11  3d  
50.514935  30.588959  118.000000  2015-09-20 18:10:04   0.8  11  3d  
50.514931  30.588961  118.000000  2015-09-20 18:10:05   0.8  11  3d  
50.514931  30.588963  119.000000  2015-09-20 18:10:06   0.8  10  3d  
50.514931  30.588964  120.000000  2015-09-20 18:10:07   0.8  0  2d  
50.514931  30.588966  121.000000  2015-09-20 18:10:08   0.8  10  3d  
50.514931  30.588966  122.000000  2015-09-20 18:10:09   0.8  10  3d  
50.514935  30.588968  122.000000  2015-09-20 18:10:10   0.8  10  3d  
50.514938  30.588968  123.000000  2015-09-20 18:10:11   0.8  10  3d  
50.514942  30.588970  123.000000  2015-09-20 18:10:12   0.8  10  3d  
50.514942  30.588970  124.000000  2015-09-20 18:10:13   0.8  10  3d  
50.514946  30.588972  125.000000  2015-09-20 18:10:14   0.8  10  3d  
50.514950  30.588974  125.000000  2015-09-20 18:10:15   0.8  11  3d  
50.514950  30.588974  126.000000  2015-09-20 18:10:16   1.6  11  3d  
